Filename,Position_mm,Teacher_Width
-343.csv,190.6,25.884672
-342.csv,190.7,25.85642
-342.csv,190.7,25.85642
-342.csv,190.7,25.85642
-342.csv,190.7,25.85642
-342.csv,190.7,25.85642
-342.csv,190.7,25.85642
-342.csv,190.7,25.85642
-342.csv,190.7,25.85642
-342.csv,190.7,25.85642
-341.csv,190.8,25.827068
-341.csv,190.8,25.827068
-341.csv,190.8,25.827068
-341.csv,190.8,25.827068
-341.csv,190.8,25.827068
-341.csv,190.8,25.827068
-341.csv,190.8,25.827068
-341.csv,190.8,25.827068
-340.csv,190.9,25.797436
-340.csv,190.9,25.797436
-340.csv,190.9,25.797436
-340.csv,190.9,25.797436
-340.csv,190.9,25.797436
-340.csv,190.9,25.797436
-340.csv,190.9,25.797436
-340.csv,190.9,25.797436
-340.csv,190.9,25.797436
-339.csv,191.0,25.76658
-339.csv,191.0,25.76658
-339.csv,191.0,25.76658
-339.csv,191.0,25.76658
-339.csv,191.0,25.76658
-339.csv,191.0,25.76658
-339.csv,191.0,25.76658
-339.csv,191.0,25.76658
-339.csv,191.0,25.76658
-338.csv,191.1,25.74642
-338.csv,191.1,25.74642
-338.csv,191.1,25.74642
-338.csv,191.1,25.74642
-338.csv,191.1,25.74642
-338.csv,191.1,25.74642
-338.csv,191.1,25.74642
-338.csv,191.1,25.74642
-338.csv,191.1,25.74642
-337.csv,191.2,25.707012
-337.csv,191.2,25.707012
-337.csv,191.2,25.707012
-337.csv,191.2,25.707012
-337.csv,191.2,25.707012
-337.csv,191.2,25.707012
-337.csv,191.2,25.707012
-337.csv,191.2,25.707012
-337.csv,191.2,25.707012
-336.csv,191.3,25.703283
-336.csv,191.3,25.703283
-336.csv,191.3,25.703283
-336.csv,191.3,25.703283
-336.csv,191.3,25.703283
-336.csv,191.3,25.703283
-336.csv,191.3,25.703283
-336.csv,191.3,25.703283
-335.csv,191.4,25.652168
-335.csv,191.4,25.652168
-335.csv,191.4,25.652168
-335.csv,191.4,25.652168
-335.csv,191.4,25.652168
-335.csv,191.4,25.652168
-335.csv,191.4,25.652168
-335.csv,191.4,25.652168
-335.csv,191.4,25.652168
-334.csv,191.5,25.628773
-334.csv,191.5,25.628773
-334.csv,191.5,25.628773
-334.csv,191.5,25.628773
-334.csv,191.5,25.628773
-334.csv,191.5,25.628773
-334.csv,191.5,25.628773
-334.csv,191.5,25.628773
-334.csv,191.5,25.628773
-333.csv,191.6,25.606709
-333.csv,191.6,25.606709
-333.csv,191.6,25.606709
-333.csv,191.6,25.606709
-333.csv,191.6,25.606709
-333.csv,191.6,25.606709
-333.csv,191.6,25.606709
-333.csv,191.6,25.606709
-333.csv,191.6,25.606709
-332.csv,191.7,25.580835
-332.csv,191.7,25.580835
-332.csv,191.7,25.580835
-332.csv,191.7,25.580835
-332.csv,191.7,25.580835
-332.csv,191.7,25.580835
-332.csv,191.7,25.580835
-332.csv,191.7,25.580835
-332.csv,191.7,25.580835
-331.csv,191.8,25.559322
-331.csv,191.8,25.559322
-331.csv,191.8,25.559322
-331.csv,191.8,25.559322
-331.csv,191.8,25.559322
-331.csv,191.8,25.559322
-331.csv,191.8,25.559322
-331.csv,191.8,25.559322
-331.csv,191.8,25.559322
-330.csv,191.9,25.538061
-330.csv,191.9,25.538061
-330.csv,191.9,25.538061
-330.csv,191.9,25.538061
-330.csv,191.9,25.538061
-330.csv,191.9,25.538061
-330.csv,191.9,25.538061
-330.csv,191.9,25.538061
-330.csv,191.9,25.538061
-329.csv,192.0,25.51024
-329.csv,192.0,25.51024
-329.csv,192.0,25.51024
-329.csv,192.0,25.51024
-329.csv,192.0,25.51024
-329.csv,192.0,25.51024
-329.csv,192.0,25.51024
-329.csv,192.0,25.51024
-328.csv,192.1,25.48684
-328.csv,192.1,25.48684
-328.csv,192.1,25.48684
-328.csv,192.1,25.48684
-328.csv,192.1,25.48684
-328.csv,192.1,25.48684
-328.csv,192.1,25.48684
-328.csv,192.1,25.48684
-327.csv,192.2,25.464893
-327.csv,192.2,25.464893
-327.csv,192.2,25.464893
-327.csv,192.2,25.464893
-327.csv,192.2,25.464893
-327.csv,192.2,25.464893
-327.csv,192.2,25.464893
-327.csv,192.2,25.464893
-327.csv,192.2,25.464893
-326.csv,192.3,25.460545
-326.csv,192.3,25.460545
-326.csv,192.3,25.460545
-326.csv,192.3,25.460545
-326.csv,192.3,25.460545
-326.csv,192.3,25.460545
-326.csv,192.3,25.460545
-326.csv,192.3,25.460545
-325.csv,192.4,25.413094
-325.csv,192.4,25.413094
-325.csv,192.4,25.413094
-325.csv,192.4,25.413094
-325.csv,192.4,25.413094
-325.csv,192.4,25.413094
-325.csv,192.4,25.413094
-325.csv,192.4,25.413094
-324.csv,192.5,25.381968
-324.csv,192.5,25.381968
-324.csv,192.5,25.381968
-324.csv,192.5,25.381968
-324.csv,192.5,25.381968
-324.csv,192.5,25.381968
-324.csv,192.5,25.381968
-324.csv,192.5,25.381968
-323.csv,192.6,25.364216
-323.csv,192.6,25.364216
-323.csv,192.6,25.364216
-323.csv,192.6,25.364216
-323.csv,192.6,25.364216
-323.csv,192.6,25.364216
-323.csv,192.6,25.364216
-323.csv,192.6,25.364216
-322.csv,192.7,25.344423
-322.csv,192.7,25.344423
-322.csv,192.7,25.344423
-322.csv,192.7,25.344423
-322.csv,192.7,25.344423
-322.csv,192.7,25.344423
-322.csv,192.7,25.344423
-322.csv,192.7,25.344423
-322.csv,192.7,25.344423
-321.csv,192.8,25.31918
-321.csv,192.8,25.31918
-321.csv,192.8,25.31918
-321.csv,192.8,25.31918
-321.csv,192.8,25.31918
-321.csv,192.8,25.31918
-321.csv,192.8,25.31918
-321.csv,192.8,25.31918
-321.csv,192.8,25.31918
-320.csv,192.9,25.294853
-320.csv,192.9,25.294853
-320.csv,192.9,25.294853
-320.csv,192.9,25.294853
-320.csv,192.9,25.294853
-320.csv,192.9,25.294853
-320.csv,192.9,25.294853
-320.csv,192.9,25.294853
-320.csv,192.9,25.294853
-319.csv,193.0,25.256407
-319.csv,193.0,25.256407
-319.csv,193.0,25.256407
-319.csv,193.0,25.256407
-319.csv,193.0,25.256407
-319.csv,193.0,25.256407
-319.csv,193.0,25.256407
-319.csv,193.0,25.256407
-319.csv,193.0,25.256407
-318.csv,193.1,25.244595
-318.csv,193.1,25.244595
-318.csv,193.1,25.244595
-318.csv,193.1,25.244595
-318.csv,193.1,25.244595
-318.csv,193.1,25.244595
-318.csv,193.1,25.244595
-318.csv,193.1,25.244595
-317.csv,193.2,25.218971
-317.csv,193.2,25.218971
-317.csv,193.2,25.218971
-317.csv,193.2,25.218971
-317.csv,193.2,25.218971
-317.csv,193.2,25.218971
-317.csv,193.2,25.218971
-317.csv,193.2,25.218971
-317.csv,193.2,25.218971
-316.csv,193.3,25.205088
-316.csv,193.3,25.205088
-316.csv,193.3,25.205088
-316.csv,193.3,25.205088
-316.csv,193.3,25.205088
-316.csv,193.3,25.205088
-316.csv,193.3,25.205088
-316.csv,193.3,25.205088
-316.csv,193.3,25.205088
-315.csv,193.4,25.164312
-315.csv,193.4,25.164312
-315.csv,193.4,25.164312
-315.csv,193.4,25.164312
-315.csv,193.4,25.164312
-315.csv,193.4,25.164312
-315.csv,193.4,25.164312
-315.csv,193.4,25.164312
-314.csv,193.5,25.147827
-314.csv,193.5,25.147827
-314.csv,193.5,25.147827
-314.csv,193.5,25.147827
-314.csv,193.5,25.147827
-314.csv,193.5,25.147827
-314.csv,193.5,25.147827
-314.csv,193.5,25.147827
-313.csv,193.6,25.118914
-313.csv,193.6,25.118914
-313.csv,193.6,25.118914
-313.csv,193.6,25.118914
-313.csv,193.6,25.118914
-313.csv,193.6,25.118914
-313.csv,193.6,25.118914
-313.csv,193.6,25.118914
-312.csv,193.7,25.08221
-312.csv,193.7,25.08221
-312.csv,193.7,25.08221
-312.csv,193.7,25.08221
-312.csv,193.7,25.08221
-312.csv,193.7,25.08221
-312.csv,193.7,25.08221
-312.csv,193.7,25.08221
-312.csv,193.7,25.08221
-311.csv,193.8,25.075232
-311.csv,193.8,25.075232
-311.csv,193.8,25.075232
-311.csv,193.8,25.075232
-311.csv,193.8,25.075232
-311.csv,193.8,25.075232
-311.csv,193.8,25.075232
-311.csv,193.8,25.075232
-310.csv,193.9,25.031836
-310.csv,193.9,25.031836
-310.csv,193.9,25.031836
-310.csv,193.9,25.031836
-310.csv,193.9,25.031836
-310.csv,193.9,25.031836
-310.csv,193.9,25.031836
-310.csv,193.9,25.031836
-310.csv,193.9,25.031836
-309.csv,194.0,25.006529
-309.csv,194.0,25.006529
-309.csv,194.0,25.006529
-309.csv,194.0,25.006529
-309.csv,194.0,25.006529
-309.csv,194.0,25.006529
-309.csv,194.0,25.006529
-309.csv,194.0,25.006529
-308.csv,194.1,24.99131
-308.csv,194.1,24.99131
-308.csv,194.1,24.99131
-308.csv,194.1,24.99131
-308.csv,194.1,24.99131
-308.csv,194.1,24.99131
-308.csv,194.1,24.99131
-308.csv,194.1,24.99131
-308.csv,194.1,24.99131
-307.csv,194.2,24.954905
-307.csv,194.2,24.954905
-307.csv,194.2,24.954905
-307.csv,194.2,24.954905
-307.csv,194.2,24.954905
-307.csv,194.2,24.954905
-307.csv,194.2,24.954905
-307.csv,194.2,24.954905
-307.csv,194.2,24.954905
-306.csv,194.3,24.936348
-306.csv,194.3,24.936348
-306.csv,194.3,24.936348
-306.csv,194.3,24.936348
-306.csv,194.3,24.936348
-306.csv,194.3,24.936348
-306.csv,194.3,24.936348
-306.csv,194.3,24.936348
-305.csv,194.4,24.90928
-305.csv,194.4,24.90928
-305.csv,194.4,24.90928
-305.csv,194.4,24.90928
-305.csv,194.4,24.90928
-305.csv,194.4,24.90928
-305.csv,194.4,24.90928
-305.csv,194.4,24.90928
-304.csv,194.5,24.886438
-304.csv,194.5,24.886438
-304.csv,194.5,24.886438
-304.csv,194.5,24.886438
-304.csv,194.5,24.886438
-304.csv,194.5,24.886438
-304.csv,194.5,24.886438
-304.csv,194.5,24.886438
-304.csv,194.5,24.886438
-303.csv,194.6,24.866596
-303.csv,194.6,24.866596
-303.csv,194.6,24.866596
-303.csv,194.6,24.866596
-303.csv,194.6,24.866596
-303.csv,194.6,24.866596
-303.csv,194.6,24.866596
-303.csv,194.6,24.866596
-302.csv,194.7,24.841324
-302.csv,194.7,24.841324
-302.csv,194.7,24.841324
-302.csv,194.7,24.841324
-302.csv,194.7,24.841324
-302.csv,194.7,24.841324
-302.csv,194.7,24.841324
-302.csv,194.7,24.841324
-302.csv,194.7,24.841324
-301.csv,194.8,24.817213
-301.csv,194.8,24.817213
-301.csv,194.8,24.817213
-301.csv,194.8,24.817213
-301.csv,194.8,24.817213
-301.csv,194.8,24.817213
-301.csv,194.8,24.817213
-301.csv,194.8,24.817213
-301.csv,194.8,24.817213
-300.csv,194.9,24.793753
-300.csv,194.9,24.793753
-300.csv,194.9,24.793753
-300.csv,194.9,24.793753
-300.csv,194.9,24.793753
-300.csv,194.9,24.793753
-300.csv,194.9,24.793753
-300.csv,194.9,24.793753
-300.csv,194.9,24.793753
-299.csv,195.0,24.772417
-299.csv,195.0,24.772417
-299.csv,195.0,24.772417
-299.csv,195.0,24.772417
-299.csv,195.0,24.772417
-299.csv,195.0,24.772417
-299.csv,195.0,24.772417
-299.csv,195.0,24.772417
-299.csv,195.0,24.772417
-298.csv,195.1,24.745691
-298.csv,195.1,24.745691
-298.csv,195.1,24.745691
-298.csv,195.1,24.745691
-298.csv,195.1,24.745691
-298.csv,195.1,24.745691
-298.csv,195.1,24.745691
-298.csv,195.1,24.745691
-298.csv,195.1,24.745691
-297.csv,195.2,24.72189
-297.csv,195.2,24.72189
-297.csv,195.2,24.72189
-297.csv,195.2,24.72189
-297.csv,195.2,24.72189
-297.csv,195.2,24.72189
-297.csv,195.2,24.72189
-297.csv,195.2,24.72189
-297.csv,195.2,24.72189
-296.csv,195.3,24.69902
-296.csv,195.3,24.69902
-296.csv,195.3,24.69902
-296.csv,195.3,24.69902
-296.csv,195.3,24.69902
-296.csv,195.3,24.69902
-296.csv,195.3,24.69902
-296.csv,195.3,24.69902
-296.csv,195.3,24.69902
-295.csv,195.4,24.681707
-295.csv,195.4,24.681707
-295.csv,195.4,24.681707
-295.csv,195.4,24.681707
-295.csv,195.4,24.681707
-295.csv,195.4,24.681707
-295.csv,195.4,24.681707
-294.csv,195.5,24.662563
-294.csv,195.5,24.662563
-294.csv,195.5,24.662563
-294.csv,195.5,24.662563
-294.csv,195.5,24.662563
-294.csv,195.5,24.662563
-294.csv,195.5,24.662563
-294.csv,195.5,24.662563
-293.csv,195.6,24.627289
-293.csv,195.6,24.627289
-293.csv,195.6,24.627289
-293.csv,195.6,24.627289
-293.csv,195.6,24.627289
-293.csv,195.6,24.627289
-293.csv,195.6,24.627289
-293.csv,195.6,24.627289
-293.csv,195.6,24.627289
-292.csv,195.7,24.614693
-292.csv,195.7,24.614693
-292.csv,195.7,24.614693
-292.csv,195.7,24.614693
-292.csv,195.7,24.614693
-292.csv,195.7,24.614693
-292.csv,195.7,24.614693
-292.csv,195.7,24.614693
-291.csv,195.8,24.570345
-291.csv,195.8,24.570345
-291.csv,195.8,24.570345
-291.csv,195.8,24.570345
-291.csv,195.8,24.570345
-291.csv,195.8,24.570345
-291.csv,195.8,24.570345
-291.csv,195.8,24.570345
-291.csv,195.8,24.570345
-290.csv,195.9,24.555796
-290.csv,195.9,24.555796
-290.csv,195.9,24.555796
-290.csv,195.9,24.555796
-290.csv,195.9,24.555796
-290.csv,195.9,24.555796
-290.csv,195.9,24.555796
-290.csv,195.9,24.555796
-290.csv,195.9,24.555796
-289.csv,196.0,24.515175
-289.csv,196.0,24.515175
-289.csv,196.0,24.515175
-289.csv,196.0,24.515175
-289.csv,196.0,24.515175
-289.csv,196.0,24.515175
-289.csv,196.0,24.515175
-289.csv,196.0,24.515175
-289.csv,196.0,24.515175
-288.csv,196.1,24.50784
-288.csv,196.1,24.50784
-288.csv,196.1,24.50784
-288.csv,196.1,24.50784
-288.csv,196.1,24.50784
-288.csv,196.1,24.50784
-288.csv,196.1,24.50784
-288.csv,196.1,24.50784
-287.csv,196.2,24.482218
-287.csv,196.2,24.482218
-287.csv,196.2,24.482218
-287.csv,196.2,24.482218
-287.csv,196.2,24.482218
-287.csv,196.2,24.482218
-287.csv,196.2,24.482218
-287.csv,196.2,24.482218
-286.csv,196.3,24.460398
-286.csv,196.3,24.460398
-286.csv,196.3,24.460398
-286.csv,196.3,24.460398
-286.csv,196.3,24.460398
-286.csv,196.3,24.460398
-286.csv,196.3,24.460398
-286.csv,196.3,24.460398
-285.csv,196.4,24.444578
-285.csv,196.4,24.444578
-285.csv,196.4,24.444578
-285.csv,196.4,24.444578
-285.csv,196.4,24.444578
-285.csv,196.4,24.444578
-285.csv,196.4,24.444578
-285.csv,196.4,24.444578
-284.csv,196.5,24.417002
-284.csv,196.5,24.417002
-284.csv,196.5,24.417002
-284.csv,196.5,24.417002
-284.csv,196.5,24.417002
-284.csv,196.5,24.417002
-284.csv,196.5,24.417002
-284.csv,196.5,24.417002
-283.csv,196.6,24.385262
-283.csv,196.6,24.385262
-283.csv,196.6,24.385262
-283.csv,196.6,24.385262
-283.csv,196.6,24.385262
-283.csv,196.6,24.385262
-283.csv,196.6,24.385262
-283.csv,196.6,24.385262
-283.csv,196.6,24.385262
-282.csv,196.7,24.36521
-282.csv,196.7,24.36521
-282.csv,196.7,24.36521
-282.csv,196.7,24.36521
-282.csv,196.7,24.36521
-282.csv,196.7,24.36521
-282.csv,196.7,24.36521
-282.csv,196.7,24.36521
-282.csv,196.7,24.36521
-281.csv,196.8,24.355505
-281.csv,196.8,24.355505
-281.csv,196.8,24.355505
-281.csv,196.8,24.355505
-281.csv,196.8,24.355505
-281.csv,196.8,24.355505
-281.csv,196.8,24.355505
-281.csv,196.8,24.355505
-280.csv,196.9,24.325697
-280.csv,196.9,24.325697
-280.csv,196.9,24.325697
-280.csv,196.9,24.325697
-280.csv,196.9,24.325697
-280.csv,196.9,24.325697
-280.csv,196.9,24.325697
-280.csv,196.9,24.325697
-279.csv,197.0,24.306782
-279.csv,197.0,24.306782
-279.csv,197.0,24.306782
-279.csv,197.0,24.306782
-279.csv,197.0,24.306782
-279.csv,197.0,24.306782
-279.csv,197.0,24.306782
-279.csv,197.0,24.306782
-279.csv,197.0,24.306782
-278.csv,197.1,24.296436
-278.csv,197.1,24.296436
-278.csv,197.1,24.296436
-278.csv,197.1,24.296436
-278.csv,197.1,24.296436
-278.csv,197.1,24.296436
-278.csv,197.1,24.296436
-278.csv,197.1,24.296436
-277.csv,197.2,24.26623
-277.csv,197.2,24.26623
-277.csv,197.2,24.26623
-277.csv,197.2,24.26623
-277.csv,197.2,24.26623
-277.csv,197.2,24.26623
-277.csv,197.2,24.26623
-277.csv,197.2,24.26623
-277.csv,197.2,24.26623
-276.csv,197.3,24.233408
-276.csv,197.3,24.233408
-276.csv,197.3,24.233408
-276.csv,197.3,24.233408
-276.csv,197.3,24.233408
-276.csv,197.3,24.233408
-276.csv,197.3,24.233408
-276.csv,197.3,24.233408
-276.csv,197.3,24.233408
-275.csv,197.4,24.228186
-275.csv,197.4,24.228186
-275.csv,197.4,24.228186
-275.csv,197.4,24.228186
-275.csv,197.4,24.228186
-275.csv,197.4,24.228186
-275.csv,197.4,24.228186
-275.csv,197.4,24.228186
-275.csv,197.4,24.228186
-274.csv,197.5,24.188078
-274.csv,197.5,24.188078
-274.csv,197.5,24.188078
-274.csv,197.5,24.188078
-274.csv,197.5,24.188078
-274.csv,197.5,24.188078
-274.csv,197.5,24.188078
-274.csv,197.5,24.188078
-274.csv,197.5,24.188078
-273.csv,197.6,24.165457
-273.csv,197.6,24.165457
-273.csv,197.6,24.165457
-273.csv,197.6,24.165457
-273.csv,197.6,24.165457
-273.csv,197.6,24.165457
-273.csv,197.6,24.165457
-273.csv,197.6,24.165457
-272.csv,197.7,24.16213
-272.csv,197.7,24.16213
-272.csv,197.7,24.16213
-272.csv,197.7,24.16213
-272.csv,197.7,24.16213
-272.csv,197.7,24.16213
-272.csv,197.7,24.16213
-272.csv,197.7,24.16213
-272.csv,197.7,24.16213
-271.csv,197.8,24.149334
-271.csv,197.8,24.149334
-271.csv,197.8,24.149334
-271.csv,197.8,24.149334
-271.csv,197.8,24.149334
-271.csv,197.8,24.149334
-271.csv,197.8,24.149334
-271.csv,197.8,24.149334
-270.csv,197.9,24.099876
-270.csv,197.9,24.099876
-270.csv,197.9,24.099876
-270.csv,197.9,24.099876
-270.csv,197.9,24.099876
-270.csv,197.9,24.099876
-270.csv,197.9,24.099876
-270.csv,197.9,24.099876
-270.csv,197.9,24.099876
-269.csv,198.0,24.086359
-269.csv,198.0,24.086359
-269.csv,198.0,24.086359
-269.csv,198.0,24.086359
-269.csv,198.0,24.086359
-269.csv,198.0,24.086359
-269.csv,198.0,24.086359
-269.csv,198.0,24.086359
-269.csv,198.0,24.086359
-268.csv,198.1,24.070898
-268.csv,198.1,24.070898
-268.csv,198.1,24.070898
-268.csv,198.1,24.070898
-268.csv,198.1,24.070898
-268.csv,198.1,24.070898
-268.csv,198.1,24.070898
-268.csv,198.1,24.070898
-268.csv,198.1,24.070898
-267.csv,198.2,24.054033
-267.csv,198.2,24.054033
-267.csv,198.2,24.054033
-267.csv,198.2,24.054033
-267.csv,198.2,24.054033
-267.csv,198.2,24.054033
-267.csv,198.2,24.054033
-267.csv,198.2,24.054033
-267.csv,198.2,24.054033
-266.csv,198.3,24.02557
-266.csv,198.3,24.02557
-266.csv,198.3,24.02557
-266.csv,198.3,24.02557
-266.csv,198.3,24.02557
-266.csv,198.3,24.02557
-266.csv,198.3,24.02557
-266.csv,198.3,24.02557
-265.csv,198.4,24.019955
-265.csv,198.4,24.019955
-265.csv,198.4,24.019955
-265.csv,198.4,24.019955
-265.csv,198.4,24.019955
-265.csv,198.4,24.019955
-265.csv,198.4,24.019955
-265.csv,198.4,24.019955
-265.csv,198.4,24.019955
-264.csv,198.5,23.976673
-264.csv,198.5,23.976673
-264.csv,198.5,23.976673
-264.csv,198.5,23.976673
-264.csv,198.5,23.976673
-264.csv,198.5,23.976673
-264.csv,198.5,23.976673
-264.csv,198.5,23.976673
-264.csv,198.5,23.976673
-263.csv,198.6,23.964016
-263.csv,198.6,23.964016
-263.csv,198.6,23.964016
-263.csv,198.6,23.964016
-263.csv,198.6,23.964016
-263.csv,198.6,23.964016
-263.csv,198.6,23.964016
-263.csv,198.6,23.964016
-263.csv,198.6,23.964016
-262.csv,198.7,23.940464
-262.csv,198.7,23.940464
-262.csv,198.7,23.940464
-262.csv,198.7,23.940464
-262.csv,198.7,23.940464
-262.csv,198.7,23.940464
-262.csv,198.7,23.940464
-262.csv,198.7,23.940464
-262.csv,198.7,23.940464
-261.csv,198.8,23.935244
-261.csv,198.8,23.935244
-261.csv,198.8,23.935244
-261.csv,198.8,23.935244
-261.csv,198.8,23.935244
-261.csv,198.8,23.935244
-261.csv,198.8,23.935244
-261.csv,198.8,23.935244
-260.csv,198.9,23.90942
-260.csv,198.9,23.90942
-260.csv,198.9,23.90942
-260.csv,198.9,23.90942
-260.csv,198.9,23.90942
-260.csv,198.9,23.90942
-260.csv,198.9,23.90942
-260.csv,198.9,23.90942
-260.csv,198.9,23.90942
-259.csv,199.0,23.883492
-259.csv,199.0,23.883492
-259.csv,199.0,23.883492
-259.csv,199.0,23.883492
-259.csv,199.0,23.883492
-259.csv,199.0,23.883492
-259.csv,199.0,23.883492
-259.csv,199.0,23.883492
-259.csv,199.0,23.883492
-258.csv,199.1,23.8566
-258.csv,199.1,23.8566
-258.csv,199.1,23.8566
-258.csv,199.1,23.8566
-258.csv,199.1,23.8566
-258.csv,199.1,23.8566
-258.csv,199.1,23.8566
-258.csv,199.1,23.8566
-258.csv,199.1,23.8566
-257.csv,199.2,23.847849
-257.csv,199.2,23.847849
-257.csv,199.2,23.847849
-257.csv,199.2,23.847849
-257.csv,199.2,23.847849
-257.csv,199.2,23.847849
-257.csv,199.2,23.847849
-257.csv,199.2,23.847849
-256.csv,199.3,23.82916
-256.csv,199.3,23.82916
-256.csv,199.3,23.82916
-256.csv,199.3,23.82916
-256.csv,199.3,23.82916
-256.csv,199.3,23.82916
-256.csv,199.3,23.82916
-256.csv,199.3,23.82916
-255.csv,199.4,23.801514
-255.csv,199.4,23.801514
-255.csv,199.4,23.801514
-255.csv,199.4,23.801514
-255.csv,199.4,23.801514
-255.csv,199.4,23.801514
-255.csv,199.4,23.801514
-255.csv,199.4,23.801514
-254.csv,199.5,23.770145
-254.csv,199.5,23.770145
-254.csv,199.5,23.770145
-254.csv,199.5,23.770145
-254.csv,199.5,23.770145
-254.csv,199.5,23.770145
-254.csv,199.5,23.770145
-254.csv,199.5,23.770145
-254.csv,199.5,23.770145
-253.csv,199.6,23.751102
-253.csv,199.6,23.751102
-253.csv,199.6,23.751102
-253.csv,199.6,23.751102
-253.csv,199.6,23.751102
-253.csv,199.6,23.751102
-253.csv,199.6,23.751102
-253.csv,199.6,23.751102
-253.csv,199.6,23.751102
-252.csv,199.7,23.730543
-252.csv,199.7,23.730543
-252.csv,199.7,23.730543
-252.csv,199.7,23.730543
-252.csv,199.7,23.730543
-252.csv,199.7,23.730543
-252.csv,199.7,23.730543
-252.csv,199.7,23.730543
-252.csv,199.7,23.730543
-251.csv,199.8,23.71819
-251.csv,199.8,23.71819
-251.csv,199.8,23.71819
-251.csv,199.8,23.71819
-251.csv,199.8,23.71819
-251.csv,199.8,23.71819
-251.csv,199.8,23.71819
-251.csv,199.8,23.71819
-250.csv,199.9,23.690273
-250.csv,199.9,23.690273
-250.csv,199.9,23.690273
-250.csv,199.9,23.690273
-250.csv,199.9,23.690273
-250.csv,199.9,23.690273
-250.csv,199.9,23.690273
-250.csv,199.9,23.690273
-250.csv,199.9,23.690273
-249.csv,200.0,23.68511
-249.csv,200.0,23.68511
-249.csv,200.0,23.68511
-249.csv,200.0,23.68511
-249.csv,200.0,23.68511
-249.csv,200.0,23.68511
-249.csv,200.0,23.68511
-249.csv,200.0,23.68511
-249.csv,200.0,23.68511
-248.csv,200.1,23.64815
-248.csv,200.1,23.64815
-248.csv,200.1,23.64815
-248.csv,200.1,23.64815
-248.csv,200.1,23.64815
-248.csv,200.1,23.64815
-248.csv,200.1,23.64815
-248.csv,200.1,23.64815
-248.csv,200.1,23.64815
-247.csv,200.2,23.62633
-247.csv,200.2,23.62633
-247.csv,200.2,23.62633
-247.csv,200.2,23.62633
-247.csv,200.2,23.62633
-247.csv,200.2,23.62633
-247.csv,200.2,23.62633
-247.csv,200.2,23.62633
-247.csv,200.2,23.62633
-246.csv,200.3,23.60439
-246.csv,200.3,23.60439
-246.csv,200.3,23.60439
-246.csv,200.3,23.60439
-246.csv,200.3,23.60439
-246.csv,200.3,23.60439
-246.csv,200.3,23.60439
-246.csv,200.3,23.60439
-245.csv,200.4,23.581568
-245.csv,200.4,23.581568
-245.csv,200.4,23.581568
-245.csv,200.4,23.581568
-245.csv,200.4,23.581568
-245.csv,200.4,23.581568
-245.csv,200.4,23.581568
-245.csv,200.4,23.581568
-245.csv,200.4,23.581568
-244.csv,200.5,23.573057
-244.csv,200.5,23.573057
-244.csv,200.5,23.573057
-244.csv,200.5,23.573057
-244.csv,200.5,23.573057
-244.csv,200.5,23.573057
-244.csv,200.5,23.573057
-244.csv,200.5,23.573057
-243.csv,200.6,23.523233
-243.csv,200.6,23.523233
-243.csv,200.6,23.523233
-243.csv,200.6,23.523233
-243.csv,200.6,23.523233
-243.csv,200.6,23.523233
-243.csv,200.6,23.523233
-243.csv,200.6,23.523233
-243.csv,200.6,23.523233
-242.csv,200.7,23.511433
-242.csv,200.7,23.511433
-242.csv,200.7,23.511433
-242.csv,200.7,23.511433
-242.csv,200.7,23.511433
-242.csv,200.7,23.511433
-242.csv,200.7,23.511433
-242.csv,200.7,23.511433
-242.csv,200.7,23.511433
-241.csv,200.8,23.486872
-241.csv,200.8,23.486872
-241.csv,200.8,23.486872
-241.csv,200.8,23.486872
-241.csv,200.8,23.486872
-241.csv,200.8,23.486872
-241.csv,200.8,23.486872
-241.csv,200.8,23.486872
-241.csv,200.8,23.486872
-240.csv,200.9,23.475582
-240.csv,200.9,23.475582
-240.csv,200.9,23.475582
-240.csv,200.9,23.475582
-240.csv,200.9,23.475582
-240.csv,200.9,23.475582
-240.csv,200.9,23.475582
-240.csv,200.9,23.475582
-240.csv,200.9,23.475582
-239.csv,201.0,23.43816
-239.csv,201.0,23.43816
-239.csv,201.0,23.43816
-239.csv,201.0,23.43816
-239.csv,201.0,23.43816
-239.csv,201.0,23.43816
-239.csv,201.0,23.43816
-239.csv,201.0,23.43816
-238.csv,201.1,23.427498
-238.csv,201.1,23.427498
-238.csv,201.1,23.427498
-238.csv,201.1,23.427498
-238.csv,201.1,23.427498
-238.csv,201.1,23.427498
-238.csv,201.1,23.427498
-238.csv,201.1,23.427498
-237.csv,201.2,23.398655
-237.csv,201.2,23.398655
-237.csv,201.2,23.398655
-237.csv,201.2,23.398655
-237.csv,201.2,23.398655
-237.csv,201.2,23.398655
-237.csv,201.2,23.398655
-237.csv,201.2,23.398655
-236.csv,201.3,23.367071
-236.csv,201.3,23.367071
-236.csv,201.3,23.367071
-236.csv,201.3,23.367071
-236.csv,201.3,23.367071
-236.csv,201.3,23.367071
-236.csv,201.3,23.367071
-236.csv,201.3,23.367071
-235.csv,201.4,23.34869
-235.csv,201.4,23.34869
-235.csv,201.4,23.34869
-235.csv,201.4,23.34869
-235.csv,201.4,23.34869
-235.csv,201.4,23.34869
-235.csv,201.4,23.34869
-235.csv,201.4,23.34869
-235.csv,201.4,23.34869
-234.csv,201.5,23.326004
-234.csv,201.5,23.326004
