Filename,Teacher_Width,Position_mm,SegmentStart,SegmentEnd,SegmentLen
-16.csv,19.497555,223.3,13035,15085,2048
-16.csv,19.497555,223.3,15086,17136,2048
-16.csv,19.497555,223.3,17137,19187,2048
-160.csv,21.844217,208.9,604,2654,2048
-160.csv,21.844217,208.9,2655,4705,2048
-160.csv,21.844217,208.9,4706,6756,2048
-160.csv,21.844217,208.9,6757,8807,2048
-160.csv,21.844217,208.9,8808,10858,2048
-160.csv,21.844217,208.9,10859,12909,2048
-160.csv,21.844217,208.9,12910,14960,2048
-160.csv,21.844217,208.9,14961,17011,2048
-160.csv,21.844217,208.9,17012,19062,2048
-161.csv,21.86224,208.8,1379,3429,2048
-161.csv,21.86224,208.8,3430,5480,2048
-161.csv,21.86224,208.8,5481,7531,2048
-161.csv,21.86224,208.8,7532,9582,2048
-161.csv,21.86224,208.8,9583,11633,2048
-161.csv,21.86224,208.8,11634,13684,2048
-161.csv,21.86224,208.8,13685,15735,2048
-161.csv,21.86224,208.8,15736,17786,2048
-161.csv,21.86224,208.8,17787,19837,2048
-162.csv,21.880033,208.7,19,2069,2048
-162.csv,21.880033,208.7,2070,4120,2048
-162.csv,21.880033,208.7,4121,6171,2048
-162.csv,21.880033,208.7,6172,8222,2048
-162.csv,21.880033,208.7,8223,10273,2048
-162.csv,21.880033,208.7,10274,12324,2048
-162.csv,21.880033,208.7,12325,14375,2048
-162.csv,21.880033,208.7,14376,16426,2048
-162.csv,21.880033,208.7,16427,18477,2048
-163.csv,21.91327,208.6,238,2288,2048
-163.csv,21.91327,208.6,2289,4339,2048
-163.csv,21.91327,208.6,4340,6390,2048
-163.csv,21.91327,208.6,6391,8412,2020
-163.csv,21.91327,208.6,8413,10463,2048
-163.csv,21.91327,208.6,10464,12514,2048
-163.csv,21.91327,208.6,12515,14565,2048
-163.csv,21.91327,208.6,14566,16616,2048
-163.csv,21.91327,208.6,16617,18667,2048
-164.csv,21.920269,208.5,732,2782,2048
-164.csv,21.920269,208.5,2783,4833,2048
-164.csv,21.920269,208.5,4834,6884,2048
-164.csv,21.920269,208.5,6885,8935,2048
-164.csv,21.920269,208.5,8936,10986,2048
-164.csv,21.920269,208.5,10987,13037,2048
-164.csv,21.920269,208.5,13038,15088,2048
-164.csv,21.920269,208.5,15089,17139,2048
-164.csv,21.920269,208.5,17140,19190,2048
-165.csv,21.940788,208.4,1038,3088,2048
-165.csv,21.940788,208.4,3089,5139,2048
-165.csv,21.940788,208.4,5140,7190,2048
-165.csv,21.940788,208.4,7191,9241,2048
-165.csv,21.940788,208.4,9242,11292,2048
-165.csv,21.940788,208.4,11293,13343,2048
-165.csv,21.940788,208.4,13344,15394,2048
-165.csv,21.940788,208.4,15395,17445,2048
-165.csv,21.940788,208.4,17446,19496,2048
-166.csv,21.961983,208.3,2031,4081,2048
-166.csv,21.961983,208.3,4082,6132,2048
-166.csv,21.961983,208.3,6133,8183,2048
-166.csv,21.961983,208.3,8184,10234,2048
-166.csv,21.961983,208.3,10235,12285,2048
-166.csv,21.961983,208.3,12286,14336,2048
-166.csv,21.961983,208.3,14337,16387,2048
-166.csv,21.961983,208.3,16388,18438,2048
-167.csv,21.992323,208.2,237,2287,2048
-167.csv,21.992323,208.2,2288,4382,2048
-167.csv,21.992323,208.2,4383,6433,2048
-167.csv,21.992323,208.2,6434,8484,2048
-167.csv,21.992323,208.2,8485,10535,2048
-167.csv,21.992323,208.2,10536,12586,2048
-167.csv,21.992323,208.2,12587,14637,2048
-167.csv,21.992323,208.2,14638,16688,2048
-167.csv,21.992323,208.2,16689,18739,2048
-168.csv,22.005426,208.1,1312,3362,2048
-168.csv,22.005426,208.1,3363,5413,2048
-168.csv,22.005426,208.1,5414,7464,2048
-168.csv,22.005426,208.1,7465,9515,2048
-168.csv,22.005426,208.1,9516,11566,2048
-168.csv,22.005426,208.1,11567,13617,2048
-168.csv,22.005426,208.1,13618,15668,2048
-168.csv,22.005426,208.1,15669,17719,2048
-168.csv,22.005426,208.1,17720,19770,2048
-169.csv,22.052923,208.0,288,2338,2048
-169.csv,22.052923,208.0,2339,4389,2048
-169.csv,22.052923,208.0,4390,6440,2048
-169.csv,22.052923,208.0,6441,8491,2048
-169.csv,22.052923,208.0,8492,10542,2048
-169.csv,22.052923,208.0,10543,12593,2048
-169.csv,22.052923,208.0,14290,16340,2048
-169.csv,22.052923,208.0,16341,18391,2048
-17.csv,19.50327,223.2,611,4098,2048
-17.csv,19.50327,223.2,4099,6149,2048
-17.csv,19.50327,223.2,6150,8200,2048
-17.csv,19.50327,223.2,8201,10251,2048
-17.csv,19.50327,223.2,10252,12302,2048
-17.csv,19.50327,223.2,12303,14353,2048
-17.csv,19.50327,223.2,14354,16404,2048
-17.csv,19.50327,223.2,16405,18455,2048
-170.csv,22.063175,207.9,1703,3753,2048
-170.csv,22.063175,207.9,3754,5804,2048
-170.csv,22.063175,207.9,7699,9749,2048
-170.csv,22.063175,207.9,9750,11800,2048
-170.csv,22.063175,207.9,11801,13851,2048
-170.csv,22.063175,207.9,13852,15902,2048
-170.csv,22.063175,207.9,15903,17953,2048
-171.csv,22.074589,207.8,624,2674,2048
-171.csv,22.074589,207.8,2675,4725,2048
-171.csv,22.074589,207.8,4726,6776,2048
-171.csv,22.074589,207.8,6777,8827,2048
-171.csv,22.074589,207.8,8828,10878,2048
-171.csv,22.074589,207.8,10879,12929,2048
-171.csv,22.074589,207.8,12930,14980,2048
-171.csv,22.074589,207.8,14981,17031,2048
-171.csv,22.074589,207.8,17032,19082,2048
-172.csv,22.032442,207.7,261,2311,2048
-172.csv,22.032442,207.7,2312,4362,2048
-172.csv,22.032442,207.7,6183,8233,2048
-172.csv,22.032442,207.7,8234,10284,2048
-172.csv,22.032442,207.7,10285,12335,2048
-172.csv,22.032442,207.7,12336,14386,2048
-172.csv,22.032442,207.7,14387,16437,2048
-172.csv,22.032442,207.7,16438,18488,2048
-173.csv,22.111023,207.6,1953,4003,2048
-173.csv,22.111023,207.6,4004,6054,2048
-173.csv,22.111023,207.6,6055,8105,2048
-173.csv,22.111023,207.6,8106,10156,2048
-173.csv,22.111023,207.6,10157,12207,2048
-173.csv,22.111023,207.6,12208,14258,2048
-173.csv,22.111023,207.6,14259,16309,2048
-173.csv,22.111023,207.6,16310,18360,2048
-174.csv,22.13096,207.5,1587,3637,2048
-174.csv,22.13096,207.5,3638,5688,2048
-174.csv,22.13096,207.5,5689,7739,2048
-174.csv,22.13096,207.5,7740,9790,2048
-174.csv,22.13096,207.5,9791,11841,2048
-174.csv,22.13096,207.5,11842,13892,2048
-174.csv,22.13096,207.5,13893,15943,2048
-174.csv,22.13096,207.5,15944,17994,2048
-175.csv,22.159906,207.4,286,2336,2048
-175.csv,22.159906,207.4,2337,4387,2048
-175.csv,22.159906,207.4,4388,6438,2048
-175.csv,22.159906,207.4,6439,8628,2048
-175.csv,22.159906,207.4,8629,10679,2048
-175.csv,22.159906,207.4,10680,12730,2048
-175.csv,22.159906,207.4,12731,14781,2048
-175.csv,22.159906,207.4,14782,16832,2048
-175.csv,22.159906,207.4,16833,18883,2048
-176.csv,22.168344,207.3,557,2607,2048
-176.csv,22.168344,207.3,2608,4658,2048
-176.csv,22.168344,207.3,4659,6709,2048
-176.csv,22.168344,207.3,6710,8760,2048
-176.csv,22.168344,207.3,8761,10811,2048
-176.csv,22.168344,207.3,10812,12862,2048
-176.csv,22.168344,207.3,12863,14913,2048
-176.csv,22.168344,207.3,14914,16964,2048
-176.csv,22.168344,207.3,16965,19015,2048
-177.csv,22.196243,207.2,1425,3475,2048
-177.csv,22.196243,207.2,3476,5526,2048
-177.csv,22.196243,207.2,7155,9205,2048
-177.csv,22.196243,207.2,9206,11256,2048
-177.csv,22.196243,207.2,11257,13307,2048
-177.csv,22.196243,207.2,13308,15358,2048
-177.csv,22.196243,207.2,15359,17409,2048
-177.csv,22.196243,207.2,17410,19460,2048
-178.csv,22.20482,207.1,196,2246,2048
-178.csv,22.20482,207.1,2247,4297,2048
-178.csv,22.20482,207.1,4298,6348,2048
-178.csv,22.20482,207.1,6349,8399,2048
-178.csv,22.20482,207.1,8400,10450,2048
-178.csv,22.20482,207.1,10451,12501,2048
-178.csv,22.20482,207.1,12502,14552,2048
-178.csv,22.20482,207.1,14553,16603,2048
-178.csv,22.20482,207.1,16604,18654,2048
-179.csv,22.223154,207.0,1639,3689,2048
-179.csv,22.223154,207.0,3690,5740,2048
-179.csv,22.223154,207.0,5741,7791,2048
-179.csv,22.223154,207.0,7792,9842,2048
-179.csv,22.223154,207.0,9843,11893,2048
-179.csv,22.223154,207.0,11894,13944,2048
-179.csv,22.223154,207.0,13945,15995,2048
-179.csv,22.223154,207.0,15996,18046,2048
-18.csv,19.539043,223.1,826,2876,2048
-18.csv,19.539043,223.1,2877,4927,2048
-18.csv,19.539043,223.1,4928,7174,2048
-18.csv,19.539043,223.1,7175,9225,2048
-18.csv,19.539043,223.1,9226,11276,2048
-18.csv,19.539043,223.1,11277,13327,2048
-18.csv,19.539043,223.1,13328,15378,2048
-18.csv,19.539043,223.1,15379,17429,2048
-18.csv,19.539043,223.1,17430,19480,2048
-180.csv,22.239603,206.9,103,2153,2048
-180.csv,22.239603,206.9,2154,4204,2048
-180.csv,22.239603,206.9,4205,6255,2048
-180.csv,22.239603,206.9,6256,8306,2048
-180.csv,22.239603,206.9,8307,10357,2048
-180.csv,22.239603,206.9,10358,12408,2048
-180.csv,22.239603,206.9,12409,14459,2048
-180.csv,22.239603,206.9,14460,16510,2048
-180.csv,22.239603,206.9,16511,18561,2048
-181.csv,22.27061,206.8,1794,3844,2048
-181.csv,22.27061,206.8,3845,5895,2048
-181.csv,22.27061,206.8,5896,7946,2048
-181.csv,22.27061,206.8,9594,11644,2048
-181.csv,22.27061,206.8,11645,13695,2048
-181.csv,22.27061,206.8,13696,15746,2048
-181.csv,22.27061,206.8,15747,17797,2048
-181.csv,22.27061,206.8,17798,19848,2048
-182.csv,22.342907,206.7,1893,3943,2048
-182.csv,22.342907,206.7,3944,5994,2048
-182.csv,22.342907,206.7,5995,8045,2048
-182.csv,22.342907,206.7,8046,10096,2048
-182.csv,22.342907,206.7,10097,12295,2048
-182.csv,22.342907,206.7,12296,14346,2048
-182.csv,22.342907,206.7,14347,16397,2048
-182.csv,22.342907,206.7,16398,18448,2048
-183.csv,22.296797,206.6,1577,3627,2048
-183.csv,22.296797,206.6,3628,5678,2048
-183.csv,22.296797,206.6,5679,7729,2048
-183.csv,22.296797,206.6,7730,9780,2048
-183.csv,22.296797,206.6,9781,11831,2048
-183.csv,22.296797,206.6,11832,13882,2048
-183.csv,22.296797,206.6,13883,15933,2048
-183.csv,22.296797,206.6,15934,17984,2048
-184.csv,22.31893,206.5,1429,3479,2048
-184.csv,22.31893,206.5,3480,5530,2048
-184.csv,22.31893,206.5,5531,7581,2048
-184.csv,22.31893,206.5,7582,9632,2048
-184.csv,22.31893,206.5,9633,11683,2048
-184.csv,22.31893,206.5,11684,13734,2048
-184.csv,22.31893,206.5,13735,15785,2048
-184.csv,22.31893,206.5,15786,17836,2048
-184.csv,22.31893,206.5,17837,19887,2048
-185.csv,22.343658,206.4,1892,3942,2048
-185.csv,22.343658,206.4,3943,5993,2048
-185.csv,22.343658,206.4,5994,8044,2048
-185.csv,22.343658,206.4,8045,10095,2048
-185.csv,22.343658,206.4,10096,12146,2048
-185.csv,22.343658,206.4,12147,14197,2048
-185.csv,22.343658,206.4,14198,16248,2048
-185.csv,22.343658,206.4,16249,18299,2048
-186.csv,22.35979,206.3,1831,3881,2048
-186.csv,22.35979,206.3,3882,5932,2048
-186.csv,22.35979,206.3,5933,7983,2048
-186.csv,22.35979,206.3,7984,10034,2048
-186.csv,22.35979,206.3,10035,12085,2048
-186.csv,22.35979,206.3,12086,14136,2048
-186.csv,22.35979,206.3,14137,16187,2048
-186.csv,22.35979,206.3,16188,18238,2048
-187.csv,22.39577,206.2,1575,3625,2048
-187.csv,22.39577,206.2,3626,5676,2048
-187.csv,22.39577,206.2,5677,7727,2048
-187.csv,22.39577,206.2,7728,9778,2048
-187.csv,22.39577,206.2,9779,11829,2048
-187.csv,22.39577,206.2,11830,13880,2048
-187.csv,22.39577,206.2,13881,15931,2048
-187.csv,22.39577,206.2,15932,17982,2048
-188.csv,22.40531,206.1,1486,3536,2048
-188.csv,22.40531,206.1,3537,5587,2048
-188.csv,22.40531,206.1,5588,7638,2048
-188.csv,22.40531,206.1,7639,9689,2048
-188.csv,22.40531,206.1,9690,11740,2048
-188.csv,22.40531,206.1,11741,13791,2048
-188.csv,22.40531,206.1,13792,15842,2048
-188.csv,22.40531,206.1,15843,17893,2048
-188.csv,22.40531,206.1,17894,19944,2048
-189.csv,22.428621,206.0,1663,3713,2048
-189.csv,22.428621,206.0,3714,5764,2048
-189.csv,22.428621,206.0,5765,7815,2048
-189.csv,22.428621,206.0,7816,9866,2048
-189.csv,22.428621,206.0,9867,11917,2048
-189.csv,22.428621,206.0,11918,13968,2048
-189.csv,22.428621,206.0,13969,16019,2048
-189.csv,22.428621,206.0,16020,18070,2048
-19.csv,19.536964,223.0,192,2242,2048
-19.csv,19.536964,223.0,2243,4293,2048
-19.csv,19.536964,223.0,4294,6344,2048
-19.csv,19.536964,223.0,6345,8395,2048
-19.csv,19.536964,223.0,8396,10446,2048
-19.csv,19.536964,223.0,10447,12497,2048
-19.csv,19.536964,223.0,13707,15757,2048
-19.csv,19.536964,223.0,15758,17808,2048
-19.csv,19.536964,223.0,17809,19859,2048
-190.csv,22.454739,205.9,89,2139,2048
-190.csv,22.454739,205.9,2140,4190,2048
-190.csv,22.454739,205.9,4191,6241,2048
-190.csv,22.454739,205.9,6242,8292,2048
-190.csv,22.454739,205.9,8293,10343,2048
-190.csv,22.454739,205.9,10344,12394,2048
-190.csv,22.454739,205.9,12395,14445,2048
-190.csv,22.454739,205.9,14446,16496,2048
-190.csv,22.454739,205.9,16497,18547,2048
-191.csv,22.442484,205.8,722,2772,2048
-191.csv,22.442484,205.8,2773,4823,2048
-191.csv,22.442484,205.8,4824,7308,2048
-191.csv,22.442484,205.8,7309,9359,2048
-191.csv,22.442484,205.8,9360,11410,2048
-191.csv,22.442484,205.8,11411,13461,2048
-191.csv,22.442484,205.8,13462,15512,2048
-191.csv,22.442484,205.8,15513,17563,2048
-191.csv,22.442484,205.8,17564,19614,2048
-192.csv,22.503796,205.7,1713,3763,2048
-192.csv,22.503796,205.7,3764,5814,2048
-192.csv,22.503796,205.7,5815,7865,2048
-192.csv,22.503796,205.7,7866,9916,2048
-192.csv,22.503796,205.7,9917,11967,2048
-192.csv,22.503796,205.7,11968,14018,2048
-192.csv,22.503796,205.7,14019,16069,2048
-192.csv,22.503796,205.7,16070,18120,2048
-193.csv,22.547136,205.6,761,2811,2048
-193.csv,22.547136,205.6,2812,4862,2048
-193.csv,22.547136,205.6,4863,6913,2048
-193.csv,22.547136,205.6,6914,8964,2048
-193.csv,22.547136,205.6,8965,11015,2048
-193.csv,22.547136,205.6,11016,13066,2048
-193.csv,22.547136,205.6,13067,15167,2048
-193.csv,22.547136,205.6,15168,17218,2048
-193.csv,22.547136,205.6,17219,19269,2048
-194.csv,22.55276,205.5,2029,4079,2048
-194.csv,22.55276,205.5,4080,6130,2048
-194.csv,22.55276,205.5,6131,8181,2048
-194.csv,22.55276,205.5,8182,10232,2048
-194.csv,22.55276,205.5,10233,12283,2048
-194.csv,22.55276,205.5,12284,14334,2048
-194.csv,22.55276,205.5,14335,16385,2048
-194.csv,22.55276,205.5,16386,18436,2048
-195.csv,22.589966,205.4,53,2103,2048
-195.csv,22.589966,205.4,2104,4154,2048
-195.csv,22.589966,205.4,4155,6205,2048
-195.csv,22.589966,205.4,6206,8256,2048
-195.csv,22.589966,205.4,8257,10631,2048
-195.csv,22.589966,205.4,10632,12682,2048
-195.csv,22.589966,205.4,12683,14733,2048
-195.csv,22.589966,205.4,14734,16784,2048
-195.csv,22.589966,205.4,16785,18835,2048
-196.csv,22.596104,205.3,466,2516,2048
-196.csv,22.596104,205.3,2517,4567,2048
-196.csv,22.596104,205.3,4568,6618,2048
-196.csv,22.596104,205.3,6619,8669,2048
-196.csv,22.596104,205.3,8670,10720,2048
-196.csv,22.596104,205.3,10721,12771,2048
-196.csv,22.596104,205.3,12772,14822,2048
-196.csv,22.596104,205.3,14823,16873,2048
-196.csv,22.596104,205.3,16874,18924,2048
-197.csv,22.61804,205.2,1754,3804,2048
-197.csv,22.61804,205.2,3805,5855,2048
-197.csv,22.61804,205.2,5856,7906,2048
-197.csv,22.61804,205.2,7907,9957,2048
-197.csv,22.61804,205.2,9958,12008,2048
-197.csv,22.61804,205.2,12009,14059,2048
-197.csv,22.61804,205.2,14060,16110,2048
-197.csv,22.61804,205.2,16111,18161,2048
-198.csv,22.645802,205.1,78,2128,2048
-198.csv,22.645802,205.1,2129,4179,2048
-198.csv,22.645802,205.1,4180,6230,2048
-198.csv,22.645802,205.1,6231,8281,2048
-198.csv,22.645802,205.1,8282,10940,2048
-198.csv,22.645802,205.1,10941,12991,2048
-198.csv,22.645802,205.1,12992,15042,2048
-198.csv,22.645802,205.1,15043,17093,2048
-198.csv,22.645802,205.1,17094,19144,2048
-199.csv,22.655458,205.0,1566,3616,2048
-199.csv,22.655458,205.0,3617,5667,2048
-199.csv,22.655458,205.0,5668,7718,2048
-199.csv,22.655458,205.0,7719,9769,2048
-199.csv,22.655458,205.0,9770,11820,2048
-199.csv,22.655458,205.0,11821,13871,2048
-199.csv,22.655458,205.0,13872,15922,2048
-199.csv,22.655458,205.0,15923,17973,2048
-2.csv,19.314657,224.7,428,2478,2048
-2.csv,19.314657,224.7,2479,4529,2048
-2.csv,19.314657,224.7,4530,6580,2048
-2.csv,19.314657,224.7,6581,8631,2048
-2.csv,19.314657,224.7,8632,10682,2048
-2.csv,19.314657,224.7,10683,12733,2048
-2.csv,19.314657,224.7,12734,14784,2048
-2.csv,19.314657,224.7,14785,16835,2048
-2.csv,19.314657,224.7,16836,18886,2048
-20.csv,19.569035,222.9,93,2143,2048
-20.csv,19.569035,222.9,2144,4194,2048
-20.csv,19.569035,222.9,4195,6245,2048
-20.csv,19.569035,222.9,6246,8296,2048
-20.csv,19.569035,222.9,8297,10347,2048
-20.csv,19.569035,222.9,10348,12398,2048
-20.csv,19.569035,222.9,12399,14449,2048
-20.csv,19.569035,222.9,14450,16500,2048
-20.csv,19.569035,222.9,16501,18551,2048
-200.csv,22.671389,204.9,1453,3503,2048
-200.csv,22.671389,204.9,3504,5554,2048
-200.csv,22.671389,204.9,5555,7605,2048
-200.csv,22.671389,204.9,7606,9656,2048
-200.csv,22.671389,204.9,9657,11707,2048
-200.csv,22.671389,204.9,11708,13758,2048
-200.csv,22.671389,204.9,13759,15809,2048
-200.csv,22.671389,204.9,15810,17860,2048
-200.csv,22.671389,204.9,17861,19911,2048
-201.csv,22.691454,204.8,115,2165,2048
-201.csv,22.691454,204.8,2166,4216,2048
-201.csv,22.691454,204.8,4217,6267,2048
-201.csv,22.691454,204.8,6268,8318,2048
-201.csv,22.691454,204.8,8319,10369,2048
-201.csv,22.691454,204.8,10370,12420,2048
-201.csv,22.691454,204.8,12421,14471,2048
-201.csv,22.691454,204.8,14472,16522,2048
-201.csv,22.691454,204.8,16523,18573,2048
-202.csv,22.710636,204.7,1644,3694,2048
-202.csv,22.710636,204.7,3695,5745,2048
-202.csv,22.710636,204.7,5746,7796,2048
-202.csv,22.710636,204.7,7797,9847,2048
-202.csv,22.710636,204.7,9848,11898,2048
-202.csv,22.710636,204.7,11899,13949,2048
-202.csv,22.710636,204.7,13950,16000,2048
-202.csv,22.710636,204.7,16001,18051,2048
-203.csv,22.73381,204.6,378,2428,2048
-203.csv,22.73381,204.6,2429,4479,2048
-203.csv,22.73381,204.6,4480,6530,2048
-203.csv,22.73381,204.6,6531,8581,2048
-203.csv,22.73381,204.6,8582,10632,2048
-203.csv,22.73381,204.6,10633,12683,2048
-203.csv,22.73381,204.6,12684,14734,2048
-203.csv,22.73381,204.6,14735,16785,2048
-203.csv,22.73381,204.6,16786,18836,2048
-204.csv,22.744125,204.5,612,2662,2048
-204.csv,22.744125,204.5,2663,4713,2048
-204.csv,22.744125,204.5,4714,6764,2048
-204.csv,22.744125,204.5,6765,8815,2048
-204.csv,22.744125,204.5,8816,10866,2048
-204.csv,22.744125,204.5,10867,12917,2048
-204.csv,22.744125,204.5,12918,14968,2048
-204.csv,22.744125,204.5,14969,17019,2048
-204.csv,22.744125,204.5,17020,19070,2048
-205.csv,22.760033,204.4,636,2686,2048
-205.csv,22.760033,204.4,2687,4737,2048
-205.csv,22.760033,204.4,4738,6788,2048
-205.csv,22.760033,204.4,6789,8839,2048
-205.csv,22.760033,204.4,8840,10890,2048
-205.csv,22.760033,204.4,10891,12941,2048
-205.csv,22.760033,204.4,12942,14992,2048
-205.csv,22.760033,204.4,14993,17043,2048
-205.csv,22.760033,204.4,17044,19094,2048
-206.csv,22.784887,204.3,930,4101,2048
-206.csv,22.784887,204.3,4102,6152,2048
-206.csv,22.784887,204.3,6153,8203,2048
-206.csv,22.784887,204.3,8204,10254,2048
-206.csv,22.784887,204.3,10255,12305,2048
-206.csv,22.784887,204.3,12306,14356,2048
-206.csv,22.784887,204.3,14357,16407,2048
-206.csv,22.784887,204.3,16408,18458,2048
-207.csv,22.798876,204.2,754,2804,2048
-207.csv,22.798876,204.2,2805,4855,2048
-207.csv,22.798876,204.2,4856,6906,2048
-207.csv,22.798876,204.2,6907,8957,2048
-207.csv,22.798876,204.2,8958,11008,2048
-207.csv,22.798876,204.2,11009,13059,2048
-207.csv,22.798876,204.2,13060,15110,2048
-207.csv,22.798876,204.2,15111,17161,2048
-207.csv,22.798876,204.2,17162,19212,2048
-208.csv,22.821047,204.1,1530,3580,2048
-208.csv,22.821047,204.1,3581,5631,2048
-208.csv,22.821047,204.1,5632,7682,2048
-208.csv,22.821047,204.1,7683,9733,2048
-208.csv,22.821047,204.1,9734,11784,2048
-208.csv,22.821047,204.1,11785,13835,2048
-208.csv,22.821047,204.1,13836,15886,2048
-208.csv,22.821047,204.1,15887,17937,2048
-208.csv,22.821047,204.1,17938,19988,2048
-209.csv,22.834803,204.0,763,2813,2048
-209.csv,22.834803,204.0,2814,4864,2048
-209.csv,22.834803,204.0,4865,6915,2048
-209.csv,22.834803,204.0,6916,8966,2048
-209.csv,22.834803,204.0,8967,11017,2048
-209.csv,22.834803,204.0,11018,13068,2048
-209.csv,22.834803,204.0,13069,15119,2048
-209.csv,22.834803,204.0,15120,17170,2048
-209.csv,22.834803,204.0,17171,19221,2048
-21.csv,19.58347,222.8,939,2989,2048
-21.csv,19.58347,222.8,2990,5040,2048
-21.csv,19.58347,222.8,5041,7091,2048
-21.csv,19.58347,222.8,7092,9142,2048
-21.csv,19.58347,222.8,9143,11193,2048
-21.csv,19.58347,222.8,11194,13244,2048
-21.csv,19.58347,222.8,13245,15295,2048
-21.csv,19.58347,222.8,15296,17346,2048
-21.csv,19.58347,222.8,17347,19397,2048
-210.csv,22.862663,203.9,1000,3050,2048
-210.csv,22.862663,203.9,3051,5101,2048
-210.csv,22.862663,203.9,5102,7152,2048
-210.csv,22.862663,203.9,7153,9203,2048
-210.csv,22.862663,203.9,9204,11254,2048
-210.csv,22.862663,203.9,11255,13305,2048
-210.csv,22.862663,203.9,13306,15356,2048
-210.csv,22.862663,203.9,15357,17407,2048
-210.csv,22.862663,203.9,17408,19458,2048
-211.csv,22.881916,203.8,1006,3056,2048
-211.csv,22.881916,203.8,3057,5107,2048
-211.csv,22.881916,203.8,5108,7158,2048
-211.csv,22.881916,203.8,7159,9209,2048
-211.csv,22.881916,203.8,9210,11260,2048
-211.csv,22.881916,203.8,11261,13311,2048
-211.csv,22.881916,203.8,13312,15362,2048
-211.csv,22.881916,203.8,15363,17413,2048
-211.csv,22.881916,203.8,17414,19464,2048
-212.csv,22.883495,203.7,1513,3563,2048
-212.csv,22.883495,203.7,3564,5614,2048
-212.csv,22.883495,203.7,5615,8982,2048
-212.csv,22.883495,203.7,8983,11033,2048
-212.csv,22.883495,203.7,11034,13084,2048
-212.csv,22.883495,203.7,13085,15135,2048
-212.csv,22.883495,203.7,15136,17186,2048
-212.csv,22.883495,203.7,17187,19237,2048
-213.csv,22.932398,203.6,1630,3680,2048
-213.csv,22.932398,203.6,3681,5731,2048
-213.csv,22.932398,203.6,7704,9754,2048
-213.csv,22.932398,203.6,9755,11805,2048
-213.csv,22.932398,203.6,11806,13856,2048
-213.csv,22.932398,203.6,13857,15907,2048
-213.csv,22.932398,203.6,15908,17958,2048
-214.csv,22.95067,203.5,649,2699,2048
-214.csv,22.95067,203.5,2700,4750,2048
-214.csv,22.95067,203.5,4751,6801,2048
-214.csv,22.95067,203.5,8476,10526,2048
-214.csv,22.95067,203.5,10527,12577,2048
-214.csv,22.95067,203.5,12578,14628,2048
-214.csv,22.95067,203.5,14629,16679,2048
-214.csv,22.95067,203.5,16680,18730,2048
-215.csv,22.962118,203.4,1349,3399,2048
-215.csv,22.962118,203.4,3400,5450,2048
-215.csv,22.962118,203.4,5451,7501,2048
-215.csv,22.962118,203.4,7502,9552,2048
-215.csv,22.962118,203.4,9553,11603,2048
-215.csv,22.962118,203.4,11604,13654,2048
-215.csv,22.962118,203.4,13655,15705,2048
-215.csv,22.962118,203.4,15706,17756,2048
-215.csv,22.962118,203.4,17757,19807,2048
-216.csv,22.999878,203.3,976,3026,2048
-216.csv,22.999878,203.3,3027,5077,2048
-216.csv,22.999878,203.3,5078,7128,2048
-216.csv,22.999878,203.3,7129,9179,2048
-216.csv,22.999878,203.3,10844,12894,2048
-216.csv,22.999878,203.3,12895,14945,2048
-216.csv,22.999878,203.3,14946,16996,2048
-216.csv,22.999878,203.3,16997,19047,2048
-217.csv,23.01151,203.2,226,2276,2048
-217.csv,23.01151,203.2,2277,4327,2048
-217.csv,23.01151,203.2,4328,6378,2048
-217.csv,23.01151,203.2,6379,8429,2048
-217.csv,23.01151,203.2,8430,10480,2048
-217.csv,23.01151,203.2,10481,12531,2048
-217.csv,23.01151,203.2,12532,14582,2048
-217.csv,23.01151,203.2,14583,16633,2048
-217.csv,23.01151,203.2,16634,18684,2048
-218.csv,23.032413,203.1,759,2809,2048
-218.csv,23.032413,203.1,2810,4860,2048
-218.csv,23.032413,203.1,4861,6911,2048
-218.csv,23.032413,203.1,6912,8962,2048
-218.csv,23.032413,203.1,8963,11013,2048
-218.csv,23.032413,203.1,11014,13064,2048
-218.csv,23.032413,203.1,13065,15115,2048
-218.csv,23.032413,203.1,15116,17166,2048
-218.csv,23.032413,203.1,17167,19217,2048
-219.csv,23.049679,203.0,1018,3068,2048
-219.csv,23.049679,203.0,3069,5119,2048
-219.csv,23.049679,203.0,5120,7170,2048
-219.csv,23.049679,203.0,7171,9221,2048
-219.csv,23.049679,203.0,9222,11272,2048
-219.csv,23.049679,203.0,11273,13323,2048
-219.csv,23.049679,203.0,13324,15374,2048
-219.csv,23.049679,203.0,15375,17425,2048
-219.csv,23.049679,203.0,17426,19476,2048
-22.csv,19.622147,222.7,19,2942,2048
-22.csv,19.622147,222.7,2943,4993,2048
-22.csv,19.622147,222.7,4994,7044,2048
-22.csv,19.622147,222.7,7045,9095,2048
-22.csv,19.622147,222.7,9096,11146,2048
-22.csv,19.622147,222.7,11147,13197,2048
-22.csv,19.622147,222.7,13198,15248,2048
-22.csv,19.622147,222.7,15249,17299,2048
-22.csv,19.622147,222.7,17300,19350,2048
-220.csv,23.044538,202.9,99,3337,2048
-220.csv,23.044538,202.9,3338,5388,2048
-220.csv,23.044538,202.9,5389,7439,2048
-220.csv,23.044538,202.9,7440,9490,2048
-220.csv,23.044538,202.9,9491,11541,2048
